,title,media,date,datetime,desc,link,img
124,"Dispatch From The Future: Uber To Purchase 2,500 Driverless Cars From Google",TechCrunch,"Aug 26, 2013",2013-08-26 00:00:00.000000,"Uber has committed to invest up to $375 million for a fleet of Google's GX3200 vehicles, which are the company's third generation of autonomous driving cars ...",https://techcrunch.com/2013/08/25/uberauto/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
125,Self-Driving Cars Raise Questions About Who Carries Insurance,NPR,"Apr 3, 2017",2017-04-03 00:00:00.000000,"A driverless car changes that model, shifting the insurance toward automakers, and away from drivers or car owners. It won't be a complete or immediate shift.",https://www.npr.org/sections/alltechconsidered/2017/04/03/522222975/self-driving-cars-raise-questions-about-who-carries-insurance,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
126,Google Lobbies Nevada to Allow Self-Driving Cars (Published ...,The New York Times,"May 10, 2011",2011-05-10 00:00:00.000000,"One is an amendment to an electric-vehicle bill providing for the licensing and testing of autonomous vehicles, and the other is the exemption that would permit ...",https://www.nytimes.com/2011/05/11/science/11drive.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
127,"Toyota, Autonomous Vehicle Startup Aurora Enter Self-Driving ...",Bloomberg.com,"Feb 9, 2021",2021-02-09 00:00:00.000000,... has agreed to a long-term strategic partnership with Toyota Motor Corp. and its supplier Denso Corp. that aims to mass produce autonomous vehicles and ...,https://www.bloomberg.com/news/articles/2021-02-09/toyota-autonomous-vehicle-startup-aurora-enter-self-driving-cars-partnership,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
128,7 Ideas To Pave The Way For Autonomous Vehicles,Forbes,"Apr 9, 2018",2018-04-09 00:00:00.000000,"As more autonomous vehicles have taken to the roads, transportation expert Ben Pierce has been noticing ways the roads should prepare for them.",https://www.forbes.com/sites/jeffmcmahon/2018/04/09/7-ways-the-roads-can-get-ready-for-autonomous-vehicles/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
129,Kroger Is Using Unmanned Autonomous Vehicles To Deliver Groceries In Arizona,Forbes,"Dec 19, 2018",2018-12-19 00:00:00.000000,"Kroger is using unmanned autonomous vehicles to deliver groceries in Scottsdale, Arizona. The company has a partnership with Nuro, a Silicon Valley startup ...",https://www.forbes.com/sites/lanabandoim/2018/12/19/kroger-is-using-unmanned-autonomous-vehicles-to-deliver-groceries-in-arizona/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
130,Can Detroit Beat Google to the Self-Driving Car?,Bloomberg.com,"Oct 29, 2015",2015-10-29 00:00:00.000000,"“I like to drive cars,” says Mark Reuss, product development chief at General Motors, “so this is a little funny.” Not funny-ha-ha, Reuss clarifies, ...",https://www.bloomberg.com/features/2015-gm-super-cruise-driverless-car/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
131,Motional is now testing fully autonomous vehicles in Las Vegas,The Verge,"Feb 22, 2021",2021-02-22 00:00:00.000000,Add Motional to the very short list of companies that have tested fully autonomous vehicles on public roads. The Hyundai-Aptiv joint venture announced that ...,https://www.theverge.com/2021/2/22/22291682/motional-fully-driverless-autonomous-cars-las-vegas,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
132,Elon Musk Says Tesla Vehicles Will Drive Themselves in Two Years,Fortune,"Dec 21, 2015",2015-12-21 00:00:00.000000,"Producing a fully autonomous vehicle that can operate in any condition and on any road, for example, is easy-ish. And Tesla Motors (TSLA), the all-electric ...",https://fortune.com/2015/12/21/elon-musk-interview/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
133,"Self-Driving Cars Are Coming, But Are We Ready For Them?",NPR,"Jan 11, 2016",2016-01-11 00:00:00.000000,"Companies like Google, Uber, Tesla, Ford, Lyft, Toyota, BMW and General Motors are striking partnerships and making plans to equip our cars with more autonomous ...",https://www.npr.org/sections/alltechconsidered/2016/01/11/462694123/self-driving-cars-are-coming-but-are-we-ready-for-them,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
134,Edmunds: Where are our self-driving cars?,ABC News,"Nov 4, 2020",2020-11-04 00:00:00.000000,"Well, it's been a few years and autonomous vehicles are, alas, still in the future. Right now, there is no car on sale that can drive itself without ...",https://abcnews.go.com/Lifestyle/wireStory/edmunds-driving-cars-74017111,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
135,Oxbotica raises $47M to deploy its autonomous vehicle software in industrial applications,TechCrunch,"Jan 6, 2021",2021-01-06 00:00:00.000000,"While the world continues to await the arrival of safe, reliable and cost-effective self-driving cars, one of the pioneers in the world of autonomous ...",https://techcrunch.com/2021/01/05/oxbotica-raises-47m-to-deploy-its-autonomous-vehicle-software-in-industrial-applications/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
136,Uber Goes to Washington. Autonomous Cars with Humans to Collect Data in D.C.,Insurance Journal,"Jan 24, 2020",2020-01-24 00:00:00.000000,Uber is operating self-driving cars in autonomous mode in Pittsburgh with safety drivers behind the wheel but only during daylight hours.,https://www.insurancejournal.com/news/east/2020/01/24/556308.htm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
137,Who's Winning the Self-Driving Car Race?,Bloomberg.com,"May 7, 2018",2018-05-07 00:00:00.000000,"and a couple of other players, by at least a year to introduce driverless cars to the public. A deal reached in January to buy thousands of additional Chrysler ...",https://www.bloomberg.com/news/features/2018-05-07/who-s-winning-the-self-driving-car-race,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
138,WATCH: Self-Driving Cars Need To Learn How Humans Drive,NPR,"Aug 21, 2018",2018-08-21 00:00:00.000000,"Waymo, formerly the Google self-driving-car project, says that its self-driving cars have already driven millions of miles on the open road. Stanford University ...",https://www.npr.org/2018/08/21/639646651/watch-self-driving-cars-need-to-learn-how-humans-drive,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
139,"Self-Driving Cars Could Ease Our Commutes, But That'll Take ...",NPR,"Feb 10, 2017",2017-02-10 00:00:00.000000,The promise of automated cars is that they could eliminate human-error accidents and potentially enable more efficient use of roadways.,https://www.npr.org/sections/alltechconsidered/2017/02/10/514091049/self-driving-cars-could-ease-our-commutes-but-thatll-take-a-while,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
140,Uber expects a long wait before self-driving cars dominate,VentureBeat,"Apr 8, 2019",2019-04-08 00:00:00.000000,"The more cautious tone marks a change from three years ago, when Uber embraced aggressive tactics to turbocharge its autonomous vehicle development in a bid ...",https://venturebeat.com/2019/04/08/uber-expects-a-long-wait-before-self-driving-cars-dominate/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
141,Uber’s Self-Driving Cars Are Set to Return in a Downsized Test,The New York Times,"Dec 5, 2018",2018-12-05 00:00:00.000000,Uber was driving its autonomous vehicles on public roads in four cities — sometimes at night — at speeds as high as 55 miles an hour when testing was halted ...,https://www.nytimes.com/2018/12/05/technology/uber-self-driving-cars.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
142,Self-driving cars are coming – but are we ready?,The Conversation,"Jul 26, 2017",2017-07-26 00:00:00.000000,"The number of highly automated cars as a share of everything on the road will grow over time, but only relatively slowly. A self-driving Uber car on the road in ...",https://theconversation.com/self-driving-cars-are-coming-but-are-we-ready-81538,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
143,Some Easy Things We Could Do to Make All Autonomous ...,Electronic Frontier Foundation,"Mar 29, 2018",2018-03-29 00:00:00.000000,"More than a week after an Uber vehicle driving in autonomous mode killed a pedestrian in Tempe, Arizona — the first pedestrian death by a self-driving car ...",https://www.eff.org/deeplinks/2018/03/some-easy-things-we-could-do-make-all-autonomous-cars-safer-faster,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
144,Volvo to test self-driving cars on London's roads next year,The Guardian,"Apr 26, 2016",2016-04-26 00:00:00.000000,Swedish carmaker plans to run driverless vehicles on public roads starting with small number of semi-autonomous cars in 2017. A woman in Volvo's driverless ...,https://www.theguardian.com/technology/2016/apr/27/volvo-test-self-driving-cars-london-2017,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
145,Toyota's not alone in the slow lane to self-driving cars,Reuters,"Oct 25, 2019",2019-10-25 00:00:00.000000,"At the moment, its cars are able to drive on highways and park autonomously. To develop the more advanced “Level 3” hands-free automated driving technology, ...",https://www.reuters.com/article/us-autoshow-tokyo-toyota-technology-idUSKBN1X41XF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
146,Uber shuts down self-driving operation in Arizona after fatal crash,The Guardian,"May 23, 2018",2018-05-23 00:00:00.000000,Uber is to shut down its self-driving car programme in Arizona after one of its ... Meyhofer said that returning to testing driverless cars to public roads ...,https://www.theguardian.com/technology/2018/may/23/uber-shuts-down-self-driving-operation-in-arizona-two-months-after-fatal-crash,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
147,"Women Say No Thanks to Driverless Cars, Survey Finds; Men ...",NerdWallet,"Jun 9, 2015",2015-06-09 00:00:00.000000,"Self-driving cars, also known as autonomous vehicles, once seemed the stuff of science fiction, but they are already testing on the highway and seem certain to ...",https://www.nerdwallet.com/blog/insurance/auto/survey-consumer-fears-self-driving-cars/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
148,Volvo CEO: We will accept all liability when our cars are in autonomous mode,Fortune,"Oct 7, 2015",2015-10-07 00:00:00.000000,Volvo Car Group President and CEO Håkan Samuelsson said Thursday that the company will accept full liability whenever one of its cars is in autonomous mode.,https://fortune.com/2015/10/07/volvo-liability-self-driving-cars/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
149,Ford wants to be the self-driving OS for the future of transportation,The Verge,"Jan 9, 2018",2018-01-09 00:00:00.000000,"... and reap the benefits of the auto giant's fleet of autonomous vehicles. ... By 2019, Ford says all of its new cars will hit the road with Qualcomm's ...",https://www.theverge.com/2018/1/9/16868814/ford-self-driving-autonomous-vehicle-ces-2018,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
150,Amazon invests in self-driving vehicle startup Aurora,CNN,"Feb 7, 2019",2019-02-07 00:00:00.000000,"The tech giant announced an investment in Aurora, a highly regarded Silicon Valley startup that develops technology to power fully autonomous vehicles.",https://www.cnn.com/2019/02/07/tech/amazon-autonomous-vehicles/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
151,White Paper: These 12 Principles Are Shaping the Future of Autonomous Cars,Futurism,"Jul 3, 2019",2019-07-03 00:00:00.000000,Safe Operation: An autonomous vehicle must be able to cope with the loss of any of its critical components. Safety Layer: The self-driving car must know its own ...,https://futurism.com/12-principles-shape-safe-autonomous-vehicles,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
152,People must retain control of autonomous vehicles,Nature,"Apr 6, 2018",2018-04-06 00:00:00.000000,"The safety and efficiency benefits of autonomous cars rely on computers making better, quicker decisions than people. Users input their desired destination and ...",https://www.nature.com/articles/d41586-018-04158-5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
153,"Nissan completes UK's longest, most complex driverless car trip",Reuters,"Feb 5, 2020",2020-02-05 00:00:00.000000,"CRANFIELD, England (Reuters) - A Nissan car has completed a 230-mile journey ... Britain has been wooing developers of autonomous vehicles, hoping to grab a ...",https://www.reuters.com/article/us-nissan-autonomous-britain-idUSKBN1ZZ11Z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
154,Who is to blame for 'self-driving car' deaths?,BBC,"May 22, 2018",2018-05-22 00:00:00.000000,The confusion between fully autonomous self-driving cars and those that simply offer driver assistance technologies is leading to deaths on the road.,https://www.bbc.com/news/business-44159581,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
155,"Are 175 Million Americans Right About Driverless Cars? Remarkably, Yes",Forbes,"May 3, 2019",2019-05-03 00:00:00.000000,The tryouts on our roadways today tend to involve semi-autonomous cars that require a licensed human driver to co-share the driving task. For those less-than ...,https://www.forbes.com/sites/lanceeliot/2019/05/03/are-175-million-americans-right-about-driverless-cars-remarkably-yes/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
156,"Apple, Spurned by Others, Signs Deal With Volkswagen for Driverless Cars",The New York Times,"May 23, 2018",2018-05-23 00:00:00.000000,"Apple, Spurned by Others, Signs Deal With Volkswagen for Driverless Cars ... for self-driving cars and then by working solely on an autonomous shuttle for ...",https://www.nytimes.com/2018/05/23/technology/apple-bmw-mercedes-volkswagen-driverless-cars.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
157,"Qualcomm launches autonomous driving computer, aiming to hit roads by 2023",Reuters,"Jan 6, 2020",2020-01-06 00:00:00.000000,O on Monday announced a computing system for autonomous vehicles designed to ... is the company's first foray into a full system to power self-driving cars.,https://www.reuters.com/article/us-tech-ces-qualcomm-idUSKBN1Z51YH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
158,Waymo raises $2.25 billion to scale up autonomous vehicles operations,VentureBeat,"Mar 2, 2020",2020-03-02 00:00:00.000000,"Waymo, Google parent company Alphabet's autonomous vehicles division, just got a massive capital infusion from a coterie of investors.",https://venturebeat.com/2020/03/02/waymo-raises-2-25-billion-to-scale-up-autonomous-vehicles-operations/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
159,Uber’s first self-driving car spotted in Pittsburgh,The Guardian,"May 22, 2015",2015-05-22 00:00:00.000000,"A car fitted with cameras and laser scanners has been seen driving on public roads in the US, as Uber's research centre starts testing technology. uber app.",https://www.theguardian.com/technology/2015/may/22/uber-self-driving-car-pittsburgh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
160,Toyota's Semi-Autonomous Cars Hit the Real Road,Popular Mechanics,"Oct 10, 2013",2013-10-10 00:00:00.000000,"Motor vehicle, Automotive mirror, Mode of transport, Automotive design, Road, Daytime. Autonomous driving is no longer a question of if; self ...",https://www.popularmechanics.com/cars/a9588/toyotas-semi-autonomous-cars-hit-the-real-road-16024804/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
161,Tim Cook drops hints about autonomous tech and the Apple car,TechCrunch,"Apr 5, 2021",2021-04-05 00:00:00.000000,"“The autonomy itself is a core technology, in my view,” Cook told Kara Swisher in an interview on the “Sway” podcast. “If you sort of step back, the car, in a ...",https://techcrunch.com/2021/04/05/tim-cook-drops-hints-about-autonomous-tech-and-the-apple-car/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
162,When will self-driving cars take over?,The Week,"Nov 17, 2018",2018-11-17 00:00:00.000000,"The driverless-car revolution is way behind schedule. ... Carmakers have been claiming that autonomous vehicles, or AVs, will start filling the roads by ...",https://theweek.com/articles/807864/when-selfdriving-cars-take-over,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
163,GM Buying Self-Driving Tech Startup for More Than $1 Billion,Fortune,"Mar 11, 2016",2016-03-11 00:00:00.000000,"General Motors (GM) this morning announced that it will acquire Cruise Automation, a San Francisco-based developer of autonomous vehicle technology.",https://fortune.com/2016/03/11/gm-buying-self-driving-tech-startup-for-more-than-1-billion/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
164,When Driverless Cars Break the Law,The New York Times,"May 13, 2014",2014-05-13 00:00:00.000000,"Carmakers like BMW and Toyota are also preparing to sell cars that drive themselves. Instead, the bigger question about driverless cars is a legal one. Who is ...",https://www.nytimes.com/2014/05/14/upshot/when-driverless-cars-break-the-law.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
165,Self-driving robotaxis are taking off in China,CNN,"Dec 8, 2020",2020-12-08 00:00:00.000000,"Hong Kong (CNN Business) The world has been inching toward fully autonomous cars for years. In China, one company just got even closer to making it a ...",https://www.cnn.com/2020/12/03/tech/autox-robotaxi-china-intl-hnk/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
166,Where's the lane? Self-driving cars confused by shabby U.S. roadways,Reuters,"Mar 31, 2016",2016-03-31 00:00:00.000000,"Tesla CEO Elon Musk recently called the mundane issue of faded lane markings “crazy,” complaining they confused his semi-autonomous cars.",https://www.reuters.com/article/us-autos-autonomous-infrastructure-insig-idUSKCN0WX131,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
167,Ford postpones autonomous vehicle service until 2022,TechCrunch,"Apr 28, 2020",2020-04-28 00:00:00.000000,"Ford said Tuesday it will delay until 2022 plans to launch an autonomous vehicle service, as the COVID-19 pandemic has prompted the company to rethink its ...",https://techcrunch.com/2020/04/28/ford-postpones-autonomous-vehicle-service-until-2022/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
168,"Volvo Cars to supply Uber with up to 24,000 self-driving cars",Reuters,"Nov 20, 2017",2017-11-20 00:00:00.000000,"Should Uber buy all 24,000 cars, it would be Volvo's largest order by far and the biggest sale in the autonomous vehicle industry, giving Uber, which is losing ...",https://www.reuters.com/article/us-volvocars-uber-idUSKBN1DK1NH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
169,"The Economic Impact of Autonomous Vehicles: More Jobs, And Another $7 Trillion for the World Economy",WIRED,"Jun 3, 2017",2017-06-03 00:00:00.000000,"Mention autonomous vehicles, and people conjure two visions of the future. The rosy picture features a world in which cars zip around by themselves, ...",https://www.wired.com/2017/06/impact-of-autonomous-vehicles/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
170,Waymo’s autonomous cars have driven 20 million miles on public roads,VentureBeat,"Jan 6, 2020",2020-01-06 00:00:00.000000,Waymo today announced that its autonomous cars have driven tens of billions of miles through computer simulations and 20 million miles on public roads in 25 ...,https://venturebeat.com/2020/01/06/waymos-autonomous-cars-have-driven-20-million-miles-on-public-roads/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
171,Toyota to Temporarily Halt Driverless-Car Testing in U.S.,The Wall Street Journal,"Mar 20, 2018",2018-03-20 00:00:00.000000,Suspension follows pedestrian death by Uber self-driving car in Arizona. Toyota presented its electric powered and autonomous driving Concept- ...,https://www.wsj.com/articles/toyota-to-temporarily-halt-driverless-car-testing-in-u-s-1521570024,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
172,Philip Hammond pledges driverless cars by 2021 and warns people to retrain,The Guardian,"Nov 23, 2017",2017-11-23 00:00:00.000000,UK chancellor says driverless vehicles will revolutionise people's lives but says for some it will be 'very challenging'. An autonomous self-driving vehicle.,https://www.theguardian.com/world/2017/nov/23/philip-hammond-pledges-driverless-cars-by-2021-and-warns-people-to-retrain,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
173,Toyota's Vision of Autonomous Cars Is Not Exactly Driverless,Bloomberg.com,"Sep 19, 2018",2018-09-19 00:00:00.000000,"Toyota's self-driving vision isn't really about getting rid of drivers. Rather, it's about using autonomous and related technologies to make cars safer and more ...",https://www.bloomberg.com/news/features/2018-09-19/toyota-s-vision-of-autonomous-cars-is-not-exactly-driverless,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
174,How Driverless Cars May Interact With People,The New York Times,"Aug 30, 2016",2016-08-30 00:00:00.000000,"Now a start-up called Drive.ai, based in Mountain View, Calif., is trying to address how an autonomous car would communicate with other drivers and ...",https://www.nytimes.com/2016/08/31/technology/how-driverless-cars-may-interact-with-people.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
175,Waymo urges U.S. to 'promptly' remove barriers to self-driving cars,Reuters,"Aug 29, 2019",2019-08-29 00:00:00.000000,"WASHINGTON (Reuters) - Waymo, the self-driving car unit of Google parent Alphabet Inc, on Thursday urged the National Highway Traffic Safety Administration ...",https://www.reuters.com/article/us-autos-selfdriving-regulation-idUSKCN1VJ2RF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
176,Cruise acquires Voyage in another autonomous vehicle merger,The Verge,"Mar 15, 2021",2021-03-15 00:00:00.000000,"Cruise mainly operates its autonomous vehicles in dense, urban settings like downtown San Francisco, while Voyage oversees a fleet of low-speed autonomous ...",https://www.theverge.com/2021/3/15/22331794/cruise-acquires-voyage-self-driving-car-merger,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
177,"Israel's Mobileye, Dubai's Habtoor partner on self-driving cars",Reuters,"Sep 23, 2020",2020-09-23 00:00:00.000000,"Jerusalem-based Mobileye, Intel Corp's autonomous car division, already has agreements to deploy its technology in cities in Japan, South Korea, France and ...",https://www.reuters.com/article/us-israel-gulf-intel-habtoor-idUSKCN26E207,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
178,Baidu launches public road tests of autonomous cars in China,Financial Times,"Nov 23, 2017",2017-11-23 00:00:00.000000,"Analysts view Baidu, with its open source Apollo software, as the leader in driverless car technology in China. Baidu tests driverless cars on a 3km stretch of ...",https://www.ft.com/content/8c506d06-d02d-11e7-b781-794ce08b24dc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
179,"G.M. Unveils Its Driverless Cars, Aiming to Lead the Pack",The New York Times,"Nov 29, 2017",2017-11-29 00:00:00.000000,"Industry analysts say autonomous vehicles could generate billions of dollars in additional revenue and profit for automakers and technology companies, primarily ...",https://www.nytimes.com/2017/11/29/business/gm-driverless-cars.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
180,"Ford’s autonomous vehicles are coming to Austin, Texas",The Verge,"Sep 25, 2019",2019-09-25 00:00:00.000000,None of Ford's vehicles are fully driverless; the company keeps two safety drivers in each vehicle at all times. Ford is also working on a purpose-built self- ...,https://www.theverge.com/2019/9/25/20882724/ford-autonomous-cars-vehicles-av-austin-texas-taxi-delivery,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
181,We still can’t agree how to regulate self-driving cars,The Verge,"Feb 11, 2020",2020-02-11 00:00:00.000000,"And they want to preempt states and cities from passing laws regarding autonomous vehicles. On the flip side are safety advocates, trial lawyers, and local ...",https://www.theverge.com/2020/2/11/21133389/house-energy-commerce-self-driving-car-hearing-bill-2020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
182,The road ahead: self-driving cars on the brink of a revolution in California,The Guardian,"Mar 17, 2017",2017-03-17 00:00:00.000000,"But this month, California set the stage for the next phase of innovation that could dramatically alter transportation and mobility across the globe. The state ...",https://www.theguardian.com/technology/2017/mar/17/self-driving-cars-california-regulation-google-uber-tesla,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
183,"Alphabet's Waymo Tests Pricing, Teams Up With Public Transit",Bloomberg.com,"Jul 31, 2018",2018-07-31 00:00:00.000000,"Samantha Jackson, right, and her daughter Kyla, 17, with a Waymo autonomous vehicle. The Jackson family has volunteered to be part of Waymo's Early Rider ...",https://www.bloomberg.com/news/features/2018-07-31/inside-the-life-of-waymo-s-driverless-test-family,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
184,Waymo pulls back the curtain on 6.1 million miles of self-driving car data in Phoenix,The Verge,"Oct 30, 2020",2020-10-30 00:00:00.000000,"In its first report on its autonomous vehicle operations in Phoenix, Arizona, ... Waymo says its intention is to build public trust in automated vehicle ...",https://www.theverge.com/2020/10/30/21538999/waymo-self-driving-car-data-miles-crashes-phoenix-google,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
185,71 Percent of Americans Still Don't Trust Autonomous Cars According to New Survey,Gizmodo,"Mar 14, 2019",2019-03-14 00:00:00.000000,"Most Americans are terrified of riding in autonomous vehicles, according to a new survey released by AAA. And rather than getting more comfortable with the ...",https://gizmodo.com/71-percent-of-americans-still-dont-trust-autonomous-car-1833284527,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
186,Making Money On Self-Driving Cars: The Roving Eye Will Be ...,Forbes,"Jun 11, 2019",2019-06-11 00:00:00.000000,"Pundits are expecting that once the human driver of the ridesharing car is excised from the deal, which presumably will take place once autonomous cars are safe ...",https://www.forbes.com/sites/lanceeliot/2019/06/11/making-money-on-self-driving-cars-the-roving-eye-will-be-golden/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
