,title,media,date,datetime,desc,link,img
187,From Model T to driverless: Ford to launch fleet of robot cars in Washington,The Washington Post,"Oct 22, 2018",2018-10-22 00:00:00.000000,From Model T to driverless: Ford to launch fleet of robot cars in Washington ... benefits from autonomous vehicles are racing to improve their systems and ...,https://www.washingtonpost.com/local/trafficandcommuting/from-model-t-to-driverless-ford-to-launch-fleet-of-robot-cars-in-washington/2018/10/21/6d98119e-d2f6-11e8-b2d2-f397227b43f0_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
188,"Wielding Rocks and Knives, Arizonans Attack Self-Driving Cars",The New York Times,"Dec 31, 2018",2018-12-31 00:00:00.000000,"The slashing was one of nearly two dozen attacks on driverless vehicles over the past two years in Chandler, a city near Phoenix where Waymo started testing ...",https://www.nytimes.com/2018/12/31/us/waymo-self-driving-cars-arizona-attacks.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
189,Inside Honda's ghost town for testing autonomous cars,Engadget,"Jun 2, 2016",2016-06-02 00:00:00.000000,Just because autonomous vehicles are hitting the streets doesn't mean the funding needed to fix all the potholes and faded lane markers will magically ...,https://www.engadget.com/2016-06-02-inside-honda-gomentum-station.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
190,IIHS Study: Autonomous Cars Won't Avoid Majority of Vehicle Crashes,Car and Driver,"Jun 7, 2020",2020-06-07 00:00:00.000000,"The general consensus has been that once autonomous cars take over the roads, car accidents will almost be a thing of the past. But according to a new study ...",https://www.caranddriver.com/news/a32783046/iihs-autonomous-cars-not-as-safe-study/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
191,Uber suspends self-driving car program after Arizona crash,Reuters,"Mar 25, 2017",2017-03-25 00:00:00.000000,March 25 (Reuters) - Uber Technologies Inc suspended its pilot program for driverless cars on Saturday after a vehicle equipped with the nascent technology ...,https://www.reuters.com/article/uber-tech-crash-idUSL2N1H20DE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
192,GM's Ammann says company moving 'really quickly' on autonomous cars,Reuters,"Oct 17, 2017",2017-10-17 00:00:00.000000,"As to when GM's autonomous cars will be ready for prime time, Ammann was elusive. “We will see some pretty interesting developments” by 2021, he said.",https://www.reuters.com/article/wsjd-conference-gm/gms-ammann-says-company-moving-really-quickly-on-autonomous-cars-idUSL2N1MS2BF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
193,Are self-driving cars the future of mobility for disabled people?,The Conversation,"Oct 5, 2017",2017-10-05 00:00:00.000000,Self-driving cars could revolutionize how disabled people get around their ... Autonomous vehicle technology on its own is not enough to help these people ...,https://theconversation.com/are-self-driving-cars-the-future-of-mobility-for-disabled-people-84037,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
194,Renault-Nissan alliance plans self-driving cars over next four years,Reuters,"Jan 7, 2016",2016-01-07 00:00:00.000000,The alliance also said it hired technology executive Ogi Redzic to lead its connected car efforts as senior vice president for connected vehicles and mobility ...,https://www.reuters.com/article/us-autos-nissan-autonomous-idUSKBN0UL23F20160107,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
195,Pony.ai and Toyota partner to build self-driving cars and services,VentureBeat,"Aug 25, 2019",2019-08-25 00:00:00.000000,"Guangzhou, China-based self-driving car startup Pony.ai today announced that it ... The pair aims to build level 4 autonomous cars — able to operate without ...",https://venturebeat.com/2019/08/25/pony-ai-toyota-partnership/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
196,Apple scientists disclose self-driving car research,Reuters,"Nov 21, 2017",2017-11-21 00:00:00.000000,"... pedestrians while using fewer sensors has been posted online, in what appears to be the company's first publicly disclosed paper on autonomous vehicles.",https://www.reuters.com/article/us-apple-autos-idUSKBN1DM08H,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
197,"Self-driving cars by 2021: PHOTOS, FEATURES",Business - Insider,"Jan 12, 2017",2017-01-12 00:00:00.000000,Uber and Volvo have also agreed to a $300 million alliance to develop driverless cars. Uber has made a play for the self-driving car space by poaching staff ...,https://www.businessinsider.com/companies-making-driverless-cars-by-2020-2017-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
198,Donald Trump reportedly hates self-driving cars,Business - Insider,"Mar 18, 2019",2019-03-18 00:00:00.000000,Four sources told the news website Axios that President Donald Trump had a deep mistrust of driverless cars. Trump sometimes imagines scenes in which the cars ...,https://www.businessinsider.com/donald-trump-hates-self-driving-cars-axios-reports-2019-3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
199,Ford used fake driverless car in DC for experiment,Business - Insider,"Sep 13, 2017",2017-09-13 00:00:00.000000,"""This seat suit allowed us to collect real-world reactions to an autonomous vehicle driving on miles of public roads in northern Virginia, without actually ...",https://www.businessinsider.com/ford-used-fake-driverless-car-dc-experiment-2017-9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
200,"Lidar tech on the rise at CES to power future smart cities, autonomous cars",The Washington Post,"Jan 16, 2021",2021-01-16 00:00:00.000000,"Lidar tech on the rise at CES to power future smart cities, autonomous cars. Seoul Robotics and Intel's Mobileye among firms with new 3-D technology to support ...",https://www.washingtonpost.com/technology/2021/01/16/lidar-smart-cities-autonomous-cars/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
201,A top futurist predicts driverless cars will kill at least 128 different types of jobs,Business - Insider,"Dec 21, 2016",2016-12-21 00:00:00.000000,"In the blog post, Frey describes a reality in which autonomous vehicles will be pervasive in all aspects of transportation, agriculture, construction, and ...",https://www.businessinsider.com/a-top-futurist-says-driverless-cars-will-kill-128-kinds-of-jobs-2016-12,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
202,Apple-Owned Lexus Car With Self-Driving Tech Sensors ...,Business - Insider,"Apr 28, 2017",2017-04-28 00:00:00.000000,A Lexus vehicle vehicle outfitted with sensors was spotted driving around ... a third-party company that builds the sensors used in autonomous vehicles.,https://www.businessinsider.com/apple-lexus-car-self-driving-tech-sensors-spotted-silicon-valley-2017-4,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
203,Explaining Level 4 And Level 5 Of Self-Driving Cars In Plain ...,Forbes,"Dec 20, 2019",2019-12-20 00:00:00.000000,"Since semi-autonomous cars require a human driver, the adoption of those types of cars won't be markedly different than driving conventional vehicles, so I'm ...",https://www.forbes.com/sites/lanceeliot/2019/12/20/explaining-level-4-and-level-5-of-self-driving-cars-in-plain-english/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
204,"Mobile Robots, Autonomous Vehicles, and Drones in Logistics ...",IDTechEx,"Nov 26, 2019",2019-11-26 00:00:00.000000,"Automated guided vehicles/carts; autonomous industrial material handling vehicles, goods-to-person robots, collaborative autonomous mobile robots, mobile ...",https://www.idtechex.com/en/research-report/mobile-robots-autonomous-vehicles-and-drones-in-logistics-warehousing-and-delivery-2020-2040/706,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
205,5 reasons why self-driving cars are still not on our roads,RTE,"Aug 10, 2020",2020-08-10 00:00:00.000000,"From RTÉ Radio 1's Morning Ireland, would you trust a driverless car? There are indeed still fundamental challenges to the safe introduction of fully autonomous ...",https://www.rte.ie/brainstorm/2020/0804/1157190-self-driving-cars-autonomous-cars-sensors-social-acceptability-safety/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
206,Is Baidu better than Waymo?,South China Morning Post,"Feb 29, 2020",2020-02-29 00:00:00.000000,"Last year in California, safety drivers in Waymo's autonomous vehicles took over ... human intervention in its autonomous cars only once every 18,000 miles.",https://www.scmp.com/abacus/tech/article/3052979/did-baidu-really-do-better-googles-waymo-californias-self-driving,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
207,Self-driving cars to ‘revolutionise’ UK roads by 2021,,"Nov 7, 2017",2017-11-07 00:00:00.000000,"I want to see that revolution be happening by then.” A host of car manufacturers and tech companies are working on designs for autonomous vehicles. Some, like ...",https://www.scotsman.com/news/transport/self-driving-cars-revolutionise-uk-roads-2021-2458939,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
208,Magna pitches new self-driving vehicle system,Reuters,"Aug 31, 2017",2017-08-31 00:00:00.000000,Magna is one of several major automotive technology suppliers competing to profit from helping automakers offer automated driving functions in future cars.,https://www.reuters.com/article/us-autos-magna-intl-selfdriving-idUSKCN1BB14X,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
209,Tesla on autopilot hits Michigan state trooper's patrol car | TheHill,TheHill,"Mar 17, 2021",2021-03-17 00:00:00.000000,"A self-driving Tesla automobile struck a Michigan state trooper's vehicle early ... have ""1 million autonomous robo-taxis"" on the road by the end of 2020, ...",https://thehill.com/policy/transportation/automobiles/543593-michigan-state-trooper-hit-by-tesla-on-autopilot,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
210,Uber to Study Dallas Streets As Potential Self-Driving Car ...,Business - Insider,"Sep 18, 2019",2019-09-18 00:00:00.000000,The company says it will send manual drivers in November to collect data that will power computer simulations and ultimately decide whether or not ...,https://www.businessinsider.com/uber-self-driving-study-dallas-potential-market-2019-9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
211,Teen Programmer Uses Real Self-Driving Car Tech in 'GTA V',VICE,"May 19, 2020",2020-05-19 00:00:00.000000,"Cars that can drive themselves in certain situations are an expensive luxury, but programmers, hobbyists, and gearheads across the world are working to ...",https://www.vice.com/en/article/4aydxn/teen-programmer-uses-real-self-driving-car-tech-in-gta-v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
212,What Uber Employees Worry About,Business - Insider,"Aug 25, 2016",2016-08-25 00:00:00.000000,"One person worried that once self driving cars are a regular thing and Uber owns a fleet of them, Uber will become like an airline, including the low profit ...",https://www.businessinsider.com/what-uber-employees-worry-about-2016-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
213,Apple Should Not Buy Tesla,Business - Insider,"Mar 10, 2015",2015-03-10 00:00:00.000000,"... about Apple's Project Titan, which could be a car — perhaps a driverless car, ... Apple is certainly full of guys who dig cars and want to reinvent them ...",https://www.businessinsider.com/apple-should-not-buy-tesla-2015-3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
214,Uber's biggest potential competitor is over 100 years old,Business - Insider,"Feb 4, 2016",2016-02-04 00:00:00.000000,"And if over the next decade, a shift to autonomous cars takes place, Uber — if it's still around — will need to provide that type of vehicle.",https://www.businessinsider.com/ubers-biggest-potential-competitor-is-over-100-years-old-2016-2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
215,Google and Facebook boost federal lobbying in 2nd qtr,Reuters,"Jul 23, 2012",2012-07-23 00:00:00.000000,"Google, which is developing self-driving cars that it hopes will someday be ... in a section on lobbying that included “autonomous vehicle technology.”.",https://www.reuters.com/article/google-lobbying-idUSL2E8INHFA20120723,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
216,Car Ratings Car Shopping Guides What Does ADAS Stand For?,J.D. Power,"Sep 21, 2020",2020-09-21 00:00:00.000000,"These systems use cameras, radar, LiDAR, vehicle-to-X communication, ... and doze off unless your car has Level 5, fully-autonomous self-driving capability.",https://www.jdpower.com/cars/shopping-guides/what-does-adas-stand-for,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
217,Electrical & Computer Engineering | Academics | WPI,Worcester Polytechnic Institute,"Aug 30, 2016",2016-08-30 00:00:00.000000,"... signal processing, autonomous vehicles, smart health, prosthetic control, analog and digital microelectronics, and wireless information networks.",https://www.wpi.edu/academics/departments/electrical-computer-engineering,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
218,Why EV Battery Design Is So Difficult,Semiconductor Engineering,"Oct 3, 2019",2019-10-03 00:00:00.000000,"Autonomous vehicles make this much more complicated. ... We wanted the car to be able to race on the track, and that takes a lot of power and design, ...",https://semiengineering.com/why-ev-battery-design-is-so-difficult/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
219,"Baidu, Geely tap Mobike’s co-founder as CEO of electric car venture",South China Morning Post,"Feb 19, 2021",2021-02-19 00:00:00.000000,"to produce electric vehicles by leveraging its capabilities in autonomous driving technologies and Geely's expertise in car design and manufacturing. Robin Li, ...",https://www.scmp.com/business/companies/article/3122351/china-electric-cars-baidu-and-geely-hire-mobikes-co-founder,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
220,"Lyft sees 'peak losses' this year, says ride hailing has path to profit",Reuters,"May 7, 2019",2019-05-07 00:00:00.000000,"New technology to match drivers and riders, and higher-priced rides in luxury vehicles were helping boost margins, it said. Lyft said its adjusted EBITDA ...",https://www.reuters.com/article/us-lyft-results-idUSKCN1SD22F,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
221,PRESS DIGEST - Wall Street Journal - Jan 4,Reuters,"Jan 3, 2017",2017-01-03 00:00:00.000000,Ford Motor Co scrapped a plan to build a $1.6 billion small-car factory in ... Lawyers representing owners of tainted Volkswagen diesel-powered cars in ...,https://www.reuters.com/article/press-digest-wsj-idINL4N1EU1U2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
222,"2021 Tesla Model 3 Review, Pricing, and Specs",Car and Driver,"Feb 18, 2021",2021-02-18 00:00:00.000000,Standard automated emergency braking; Standard lane-departure warning; Standard adaptive cruise control. Warranty and Maintenance Coverage. Tesla's overall ...,https://www.caranddriver.com/tesla/model-3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
223,Lyft is IPOing with a 'golden opportunity' in a $1.2 trillion ...,Markets Insider,"Mar 28, 2019",2019-03-28 00:00:00.000000,"""The full amount is disrupted would mean consumers stop spending on cars ... Lyft is developing a fleet of autonomous vehicles in Las Vegas but is far ...",https://markets.businessinsider.com/news/stocks/lyft-golden-opportunity-in-12-trillion-market-but-faces-4-key-risks-2019-3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
224,Ford more confident of stronger 2019 despite 'volatile environment',Reuters,"Apr 25, 2019",2019-04-25 00:00:00.000000,... to kill off most of its unprofitable passenger cars in the U.S. market meant that ... to include electric and autonomous vehicles and mobility services.,https://www.reuters.com/article/us-ford-motor-results-idUSKCN1S12L7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
225,Elon Musk: Tesla targets 20 million electric vehicles a year by 2030,Business - Insider,"Sep 28, 2020",2020-09-28 00:00:00.000000,"He also announced an upcoming fully autonomous car priced at $25,000. A picture of a switch and lightbulb. Sign up for notifications from Insider! Stay ...",https://www.businessinsider.com/elon-musk-tesla-likely-20-million-electric-vehicles-year-2030-2020-9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
226,Ford CEO: Why We're Killing Plan to Build Mexico Plant,Business - Insider,"Jan 4, 2017",2017-01-04 00:00:00.000000,"... of $4.5 billion over five years in electric and autonomous vehicles. ... not to build a new $1.6-billion plant in Mexico to manufacture small cars, ...",https://www.businessinsider.com/ford-ceo-why-were-killing-plan-to-build-mexico-plant-2017-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
227,It turns out those cameras on top of the mystery Apple van COULD be used for a self driving car,Business - Insider,"Feb 6, 2015",2015-02-06 00:00:00.000000,"... cameras on top of the mystery Apple van COULD be used for a self driving car ... It turns out the car does have the equipment to be a self-driving car, ...",https://www.businessinsider.com/cameras-atop-mystery-apple-van-could-be-self-driving-car-2015-2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
228,Dyson Chooses Singapore as Location for Electric Car Plant,The Charging Point,"Oct 25, 2018",2018-10-25 00:00:00.000000,"The company, which is best known for vacuum cleaners and hand dryers, has been rapidly boosting its electric car ambitions as of late, with the news of a test ...",https://www.thechargingpoint.com/news/articles/dyson-chooses-singapore-as-location-for-electric-car-plant/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
229,Watch Donald Trump Drive His Rolls-Royce While Listening to ...,,"May 8, 2017",2017-05-08 00:00:00.000000,The secretary discussed autonomous vehicles in a recent interview on FOX Business. READ NOW · RELATED. Donald Trump's Ferrari F430 Is Heading to Auction. But ...,https://www.thedrive.com/watch-this/10076/watch-donald-trump-drive-his-rolls-royce-while-listening-to-taylor-swift,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
230,10 Best Things About Owning A Tesla Model 3,CleanTechnica,"Jan 26, 2020",2020-01-26 00:00:00.000000,We've had our Tesla Model 3 Standard Range Plus for about 5 months now. The car is a wonderful vehicle and I wouldn't trade it for anything else.,https://cleantechnica.com/2020/01/26/10-best-things-about-owning-a-tesla-model-3/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
231,2014 WardsAuto Interiors Student Competition: Eun Hye Hong,WardsAuto,"Apr 8, 2014",2014-04-08 00:00:00.000000,"Nissan Breathes New Life Into Z Sports Car Lineup. Aug 18, 2021 ... Autonomous Cars Will Need Airbags and Seatbelts for Foreseeable Future. May 31, 2019.",https://www.wardsauto.com/wardsauto-interiors-conference/2014-wardsauto-interiors-student-competition-eun-hye-hong,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
232,"2021 Genesis G90 Review, Pricing, and Specs",Car and Driver,"Aug 8, 2020",2020-08-08 00:00:00.000000,Standard forward-collision warning and automated emergency braking; Standard lane-departure warning and lane-keeping assist; Standard adaptive cruise control ...,https://www.caranddriver.com/genesis/g90,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
233,"Bosch develops A.I. system in cars to detect distracted, tired drivers",CNBC,"Dec 17, 2019",2019-12-17 00:00:00.000000,"“Currently, technology is more likely to create distractions in vehicles than it is to combat it,” Alain Dunoyer, SBD Automotive's head of autonomous ...",https://www.cnbc.com/2019/12/17/bosch-develops-ai-system-in-cars-to-detect-distracted-tired-drivers.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
234,"Trump talks to U.S. automakers, pushes for new American plants",Reuters,"Jan 24, 2017",2017-01-24 00:00:00.000000,"The companies also discussed autonomous and electric vehicles and Trump asked ... On Monday, GM ended two shifts of production of small cars in Ohio and ...",https://www.reuters.com/article/us-usa-trump-autos-idUSKBN1581CA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
235,"Future Sports with Robots, Drones and Race Cars",Nanalyze,"Mar 12, 2017",2017-03-12 00:00:00.000000,"Backed by London-based investment fund Kinetik for an undisclosed amount, Roborace has developed an autonomous electric vehicle that relies on artificial ...",https://www.nanalyze.com/2017/03/future-sports-robots-drones-race-cars/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
236,Tesla owner claims Autopilot made impressive maneuver caught on video to avoid crash,Electrek,"May 6, 2019",2019-05-06 00:00:00.000000,"A Tesla Model 3 owner was rear-ended on the highway yesterday and it pushed the electric car toward another vehicle in front of it, but the driver claims ...",https://electrek.co/2019/05/06/tesla-autopilot-maneuver-avoid-crash-video/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
237,GM's Cadillac CT6 tests strategy for taking fat out of big cars,,"Mar 29, 2015",2015-03-29 00:00:00.000000,Among the promised features is a system that will enable partly autonomous highway cruising. But the CT6 could have a broader impact on GM's future products ...,https://uk.reuters.com/article/autoshow-gm-cadillac/gms-cadillac-ct6-tests-strategy-for-taking-fat-out-of-big-cars-idUSL2N0WU0I020150330,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
238,NIO (NYSE: NIO) May Be Able To Outpace Tesla’s Navigate on Autopilot Headline Feature if It Integrates the Lidar Offered by Luminar Technologies,Wccftech,"Oct 8, 2020",2020-10-08 00:00:00.000000,"Nonetheless, NIO can break Tesla's chokehold over autonomous driving if it integrates ... driving by integrating Luminar's lidar in its electric vehicles.",https://wccftech.com/nio-may-be-able-to-outpace-teslas-autopilot-feature-if-it-integrates-the-lidar-offered-by-luminar-technologies/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
239,"Tesla Electric Vehicles: Reviews, Pricing, and Specs",Car and Driver,"Mar 12, 2016",2016-03-12 00:00:00.000000,"It has a similar driving range and semi-autonomous driving tech as the Model S, but for half the price. 9 / 10. 2018 Tesla ...",https://www.caranddriver.com/tesla,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
240,"2021 Mercedes-AMG GLS63 Review, Pricing, and Specs",Car and Driver,"Jun 3, 2020",2020-06-03 00:00:00.000000,"... an available semi-autonomous driving mode, and a 48-volt hybrid system to help ... as it out-accelerated several hot sports cars we've tested recently, ...",https://www.caranddriver.com/mercedes-amg/gls63-4matic,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
241,Tesla Is Going All in on Its Next Car,Business - Insider,"Oct 16, 2015",2015-10-16 00:00:00.000000,"This is the game-changer for electric cars. Most Model S sedans and the majority of the early Model X SUVs are going to sell for $100,000 or more. There's no ...",https://www.businessinsider.com/tesla-is-going-all-in-on-its-next-car-2015-10,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
242,Best and Worst Cars and SUVs for Visibility,,1 week ago,2021-08-29 06:58:43.320416,"Car shoppers are often drawn to a vehicle by its appearance, but the most important view is from the driver's seat. Outward visibility plays a key role in ...",https://www.consumerreports.org/car-safety/best-and-worst-cars-and-suvs-for-visibility-a5607147482/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
243,Accenture predicts post-digital age where trust is the differentiator,SearchCIO,"Feb 18, 2019",2019-02-18 00:00:00.000000,"... where the amazing applications of advanced technology -- from autonomous cars ... In the 1980s, car companies were forced to create better processes for ...",https://searchcio.techtarget.com/news/252457871/Accenture-predicts-post-digital-age-where-trust-is-the-differentiator,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
244,Why Ford's flathead V-8 engine died,Motor Authority,"May 11, 2018",2018-05-11 00:00:00.000000,Its simplicity and affordability also meant an everyday person could purchase a V-8-powered car. The first flathead V-8 displaced 3.6 liters and boasted a ...,https://www.motorauthority.com/news/1116704_why-fords-flathead-v-8-engine-died,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
245,6 things to do after a car accident in the UAE,Gulf News,"Jul 24, 2017",2017-07-24 00:00:00.000000,Warning: You may not be able to drive a car after 2050! Report says autonomous cars will be so advanced that humans needn't be allowed to drive. Published: ...,https://gulfnews.com/lifestyle/6-things-to-do-after-a-car-accident-in-the-uae-1.1373955,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
246,Ray Kurzweil's Mind-Boggling Predictions for the Next 25 Years,Singularity Hub,"Jan 26, 2015",2015-01-26 00:00:00.000000,"Self-driving cars begin to take over the roads, and people won't be allowed to drive on highways. By the 2030s, virtual reality will begin to feel 100% real ...",https://singularityhub.com/2015/01/26/ray-kurzweils-mind-boggling-predictions-for-the-next-25-years/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
247,"2021 Jaguar F-Pace Review, Pricing, and Specs",Car and Driver,"Mar 9, 2016",2016-03-09 00:00:00.000000,Standard forward collision-warning and automated emergency braking; Standard lane-departure warning and lane-keeping assist; Standard adaptive cruise control ...,https://www.caranddriver.com/jaguar/f-pace,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
248,High Brightness Laser Projectors Target Information Displays ...,NOVUS Light,"Sep 16, 2019",2019-09-16 00:00:00.000000,"This is reinforced by an article on vehicle-to-pedestrian communication for autonomous vehicles [4], wherein the researchers from Duke University similarly ...",https://www.novuslight.com/high-brightness-laser-projectors-target-information-displays_N9624.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
249,Tesla loses Autopilot execs at key time for program,Business - Insider,"Jun 21, 2017",2017-06-21 00:00:00.000000,"Tesla began producing cars with a new suite of hardware to support its ... ""part of a team working towards Tesla's vision of fully autonomous vehicles."".",https://www.businessinsider.com/tesla-loses-autopilot-exec-key-time-program-2017-6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
